pool_id,Year,MMWR_Week,Date_Collected,Zip_Code,county,county_code,Collected,Tested,WNV,Pools
201-9002,2014,27,9-Jul-14,26073,Isabella,26073,1,1,NEG,1
201-9003,2014,27,9-Jul-14,26151,Sanilac,26151,1,1,NEG,1
201-9004,2014,27,9-Jul-14,26005,Allegan,26005,1,1,NEG,1
201-9005,2014,27,9-Jul-14,26047,Emmet,26047,1,1,NEG,1
201-9006,2014,27,9-Jul-14,26137,Otsego,26137,1,1,NEG,1
201-9007,2014,27,9-Jul-14,26155,Shiawassee,26155,1,1,NEG,1
201-9008,2014,27,9-Jul-14,26055,Grand Traverse,26055,1,1,NEG,1
201-9009,2014,27,9-Jul-14,26041,Delta,26041,1,1,NEG,1
201-9010,2014,27,9-Jul-14,26057,Gratiot,26057,1,1,NEG,1
201-9011,2014,27,9-Jul-14,26001,Alcona,26001,1,1,NEG,1
201-9012,2014,27,9-Jul-14,26095,Luce,26095,1,1,NEG,1
201-9013,2014,27,9-Jul-14,26047,Emmet,26047,1,1,NEG,1
201-9014,2014,27,9-Jul-14,26089,Leelanau,26089,1,1,NEG,1
201-9015,2014,27,9-Jul-14,26087,Lapeer,26087,1,1,NEG,1
201-9016,2014,27,9-Jul-14,26137,Otsego,26137,1,1,NEG,1
201-9017,2014,27,9-Jul-14,26011,Arenac,26011,1,1,NEG,1
201-9018,2014,27,9-Jul-14,26111,Midland,26111,1,1,NEG,1
201-9019,2014,27,9-Jul-14,26061,Houghton,26061,1,1,NEG,1
201-9020,2014,27,9-Jul-14,26021,Berrien,26021,1,1,NEG,1
201-9021,2014,27,9-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9022,2014,27,9-Jul-14,26057,Gratiot,26057,1,1,NEG,1
201-9023,2014,27,9-Jul-14,26025,Calhoun,26025,1,1,NEG,1
201-9024,2014,27,9-Jul-14,26027,Cass,26027,1,1,NEG,1
201-9025,2014,27,9-Jul-14,26011,Arenac,26011,1,1,NEG,1
201-9026,2014,27,9-Jul-14,26079,Kalkaska,26079,1,1,NEG,1
201-9027,2014,27,9-Jul-14,26035,Clare,26035,1,1,NEG,1
201-9028,2014,27,9-Jul-14,26031,Cheboygan,26031,1,1,NEG,1
201-9029,2014,27,9-Jul-14,26049,Genesee,26049,1,1,NEG,1
201-9030,2014,27,9-Jul-14,26061,Houghton,26061,1,1,NEG,1
201-9031,2014,27,9-Jul-14,26019,Benzie,26019,1,1,NEG,1
201-9032,2014,27,9-Jul-14,26009,Antrim,26009,1,1,NEG,1
201-9033,2014,27,9-Jul-14,26069,Iosco,26069,1,1,NEG,1
201-9034,2014,27,9-Jul-14,26159,Van Buren,26159,1,1,NEG,1
201-9035,2014,27,9-Jul-14,26009,Antrim,26009,1,1,NEG,1
201-9036,2014,27,9-Jul-14,26155,Shiawassee,26155,1,1,NEG,1
201-9037,2014,27,9-Jul-14,26109,Menominee,26109,1,1,NEG,1
201-9038,2014,27,9-Jul-14,26119,Montmorency,26119,1,1,NEG,1
201-9039,2014,27,9-Jul-14,26079,Kalkaska,26079,1,1,NEG,1
201-9040,2014,27,9-Jul-14,26107,Mecosta,26107,1,1,NEG,1
201-9041,2014,27,9-Jul-14,26025,Calhoun,26025,1,1,NEG,1
201-9042,2014,27,9-Jul-14,26133,Osceola,26133,1,1,NEG,1
201-9043,2014,27,9-Jul-14,26057,Gratiot,26057,1,1,NEG,1
201-9044,2014,27,9-Jul-14,26109,Menominee,26109,1,1,NEG,1
201-9045,2014,27,9-Jul-14,26051,Gladwin,26051,1,1,NEG,1
201-9046,2014,27,10-Jul-14,26027,Cass,26027,1,1,NEG,1
201-9047,2014,27,10-Jul-14,26115,Monroe,26115,1,1,NEG,1
201-9048,2014,27,10-Jul-14,26121,Muskegon,26121,1,1,NEG,1
201-9049,2014,27,10-Jul-14,26075,Jackson,26075,1,1,NEG,1
201-9050,2014,27,10-Jul-14,26003,Alger,26003,1,1,NEG,1
201-9051,2014,27,10-Jul-14,26039,Crawford,26039,1,1,NEG,1
201-9052,2014,27,10-Jul-14,26017,Bay,26017,1,1,NEG,1
201-9053,2014,27,10-Jul-14,26103,Marquette,26103,1,1,NEG,1
201-9054,2014,27,10-Jul-14,26109,Menominee,26109,1,1,NEG,1
201-9055,2014,27,10-Jul-14,26003,Alger,26003,1,1,NEG,1
201-9056,2014,27,10-Jul-14,26139,Ottawa,26139,1,1,NEG,1
201-9057,2014,27,10-Jul-14,26105,Mason,26105,1,1,NEG,1
201-9058,2014,27,10-Jul-14,26107,Mecosta,26107,1,1,NEG,1
201-9059,2014,27,10-Jul-14,26091,Lenawee,26091,1,1,NEG,1
201-9060,2014,27,10-Jul-14,26149,St Joseph,26149,1,1,NEG,1
201-9061,2014,27,10-Jul-14,26087,Lapeer,26087,1,1,NEG,1
201-9062,2014,27,10-Jul-14,26017,Bay,26017,1,1,NEG,1
201-9063,2014,27,10-Jul-14,26065,Ingham,26065,1,1,POS,1
201-9064,2014,27,11-Jul-14,26123,Newaygo,26123,1,1,POS,1
201-9065,2014,27,11-Jul-14,26135,Oscoda,26135,1,1,NEG,1
201-9066,2014,27,11-Jul-14,26029,Charlevoix,26029,1,1,NEG,1
201-9067,2014,27,11-Jul-14,26049,Genesee,26049,1,1,NEG,1
201-9068,2014,27,11-Jul-14,26157,Tuscola,26157,1,1,NEG,1
201-9069,2014,27,11-Jul-14,26151,Sanilac,26151,1,1,NEG,1
201-9070,2014,27,11-Jul-14,26077,Kalamazoo,26077,1,1,NEG,1
201-9071,2014,27,11-Jul-14,26059,Hillsdale,26059,1,1,NEG,1
201-9072,2014,27,11-Jul-14,26051,Gladwin,26051,1,1,NEG,1
201-9073,2014,27,11-Jul-14,26067,Ionia,26067,1,1,NEG,1
201-9074,2014,27,11-Jul-14,26051,Gladwin,26051,1,1,NEG,1
201-9075,2014,27,11-Jul-14,26035,Clare,26035,1,1,NEG,1
201-9076,2014,27,11-Jul-14,26069,Iosco,26069,1,1,NEG,1
201-9077,2014,27,11-Jul-14,26165,Wexford,26165,1,1,NEG,1
201-9078,2014,27,11-Jul-14,26127,Oceana,26127,1,1,NEG,1
201-9079,2014,27,11-Jul-14,26149,St Joseph,26149,1,1,NEG,1
201-9080,2014,27,11-Jul-14,26139,Ottawa,26139,1,1,NEG,1
201-9081,2014,27,11-Jul-14,26023,Branch,26023,1,1,NEG,1
201-9082,2014,27,11-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9083,2014,27,11-Jul-14,26145,Saginaw,26145,1,1,NEG,1
201-9084,2014,27,11-Jul-14,26079,Kalkaska,26079,1,1,NEG,1
201-9085,2014,27,11-Jul-14,26157,Tuscola,26157,1,1,NEG,1
201-9086,2014,27,11-Jul-14,26009,Antrim,26009,1,1,NEG,1
201-9087,2014,27,11-Jul-14,26035,Clare,26035,1,1,NEG,1
201-9088,2014,27,11-Jul-14,26059,Hillsdale,26059,1,1,NEG,1
201-9089,2014,27,11-Jul-14,26147,St Clair,26147,1,1,NEG,1
201-9090,2014,27,11-Jul-14,26103,Marquette,26103,1,1,NEG,1
201-9091,2014,27,11-Jul-14,26111,Midland,26111,1,1,NEG,1
201-9092,2014,27,11-Jul-14,26067,Ionia,26067,1,1,NEG,1
201-9093,2014,27,11-Jul-14,26097,Mackinac,26097,1,1,NEG,1
201-9094,2014,27,11-Jul-14,26095,Luce,26095,1,1,NEG,1
201-9095,2014,27,11-Jul-14,26045,Eaton,26045,1,1,NEG,1
201-9096,2014,27,11-Jul-14,26141,Presque Isle,26141,1,1,NEG,1
201-9097,2014,27,12-Jul-14,26003,Alger,26003,1,1,NEG,1
201-9098,2014,27,12-Jul-14,26079,Kalkaska,26079,1,1,NEG,1
201-9099,2014,27,12-Jul-14,26089,Leelanau,26089,1,1,NEG,1
201-9100,2014,27,12-Jul-14,26129,Ogemaw,26129,1,1,NEG,1
201-9101,2014,27,12-Jul-14,26013,Baraga,26013,1,1,POS,1
201-9102,2014,27,13-Jul-14,26133,Osceola,26133,1,1,NEG,1
201-9103,2014,27,13-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9104,2014,27,13-Jul-14,26091,Lenawee,26091,1,1,NEG,1
201-9105,2014,27,13-Jul-14,26095,Luce,26095,1,1,NEG,1
201-9106,2014,27,13-Jul-14,26135,Oscoda,26135,1,1,NEG,1
201-9107,2014,27,13-Jul-14,26011,Arenac,26011,1,1,NEG,1
201-9108,2014,27,13-Jul-14,26111,Midland,26111,1,1,NEG,1
201-9109,2014,27,13-Jul-14,26121,Muskegon,26121,1,1,NEG,1
201-9110,2014,27,13-Jul-14,26017,Bay,26017,1,1,NEG,1
201-9111,2014,27,13-Jul-14,26143,Roscommon,26143,1,1,NEG,1
201-9112,2014,27,13-Jul-14,26039,Crawford,26039,1,1,NEG,1
201-9113,2014,27,13-Jul-14,26083,Keweenaw,26083,1,1,NEG,1
201-9114,2014,27,13-Jul-14,26143,Roscommon,26143,1,1,NEG,1
201-9115,2014,27,13-Jul-14,26003,Alger,26003,1,1,NEG,1
201-9116,2014,27,13-Jul-14,26091,Lenawee,26091,1,1,NEG,1
201-9117,2014,27,13-Jul-14,26127,Oceana,26127,1,1,NEG,1
201-9118,2014,27,13-Jul-14,26061,Houghton,26061,1,1,NEG,1
201-9119,2014,27,13-Jul-14,26075,Jackson,26075,1,1,POS,1
201-9120,2014,27,14-Jul-14,26057,Gratiot,26057,1,1,NEG,1
201-9121,2014,27,14-Jul-14,26091,Lenawee,26091,1,1,NEG,1
201-9122,2014,27,14-Jul-14,26109,Menominee,26109,1,1,NEG,1
201-9123,2014,27,14-Jul-14,26017,Bay,26017,1,1,NEG,1
201-9124,2014,27,14-Jul-14,26035,Clare,26035,1,1,NEG,1
201-9125,2014,27,14-Jul-14,26001,Alcona,26001,1,1,NEG,1
201-9126,2014,27,14-Jul-14,26155,Shiawassee,26155,1,1,NEG,1
201-9127,2014,27,14-Jul-14,26019,Benzie,26019,1,1,NEG,1
201-9128,2014,27,14-Jul-14,26037,Clinton,26037,1,1,NEG,1
201-9129,2014,27,14-Jul-14,26077,Kalamazoo,26077,1,1,NEG,1
201-9130,2014,27,14-Jul-14,26079,Kalkaska,26079,1,1,NEG,1
201-9131,2014,27,14-Jul-14,26129,Ogemaw,26129,1,1,NEG,1
201-9132,2014,27,14-Jul-14,26033,Chippewa,26033,1,1,NEG,1
201-9133,2014,27,14-Jul-14,26045,Eaton,26045,1,1,NEG,1
201-9134,2014,27,14-Jul-14,26057,Gratiot,26057,1,1,NEG,1
201-9135,2014,27,14-Jul-14,26139,Ottawa,26139,1,1,NEG,1
201-9136,2014,27,14-Jul-14,26119,Montmorency,26119,1,1,NEG,1
201-9137,2014,27,14-Jul-14,26139,Ottawa,26139,1,1,NEG,1
201-9138,2014,27,14-Jul-14,26081,Kent,26081,1,1,NEG,1
201-9139,2014,27,14-Jul-14,26125,Oakland,26125,1,1,NEG,1
201-9140,2014,27,14-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9141,2014,27,14-Jul-14,26055,Grand Traverse,26055,1,1,NEG,1
201-9142,2014,27,14-Jul-14,26029,Charlevoix,26029,1,1,POS,1
201-9143,2014,27,15-Jul-14,26119,Montmorency,26119,1,1,POS,1
201-9144,2014,27,15-Jul-14,26099,Macomb,26099,1,1,POS,1
201-9145,2014,27,15-Jul-14,26121,Muskegon,26121,1,1,NEG,1
201-9146,2014,27,15-Jul-14,26159,Van Buren,26159,1,1,NEG,1
201-9147,2014,27,15-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9148,2014,27,15-Jul-14,26087,Lapeer,26087,1,1,NEG,1
201-9149,2014,27,15-Jul-14,26079,Kalkaska,26079,1,1,NEG,1
201-9150,2014,27,15-Jul-14,26025,Calhoun,26025,1,1,NEG,1
201-9151,2014,27,15-Jul-14,26103,Marquette,26103,1,1,NEG,1
201-9152,2014,27,15-Jul-14,26113,Missaukee,26113,1,1,NEG,1
201-9153,2014,27,15-Jul-14,26151,Sanilac,26151,1,1,NEG,1
201-9154,2014,27,15-Jul-14,26007,Alpena,26007,1,1,NEG,1
201-9155,2014,27,15-Jul-14,26021,Berrien,26021,1,1,NEG,1
201-9156,2014,27,15-Jul-14,26101,Manistee,26101,1,1,NEG,1
201-9157,2014,27,15-Jul-14,26017,Bay,26017,1,1,NEG,1
201-9158,2014,27,15-Jul-14,26005,Allegan,26005,1,1,NEG,1
201-9159,2014,27,15-Jul-14,26095,Luce,26095,1,1,NEG,1
201-9160,2014,27,15-Jul-14,26019,Benzie,26019,1,1,NEG,1
201-9161,2014,27,15-Jul-14,26075,Jackson,26075,1,1,NEG,1
201-9162,2014,27,15-Jul-14,26123,Newaygo,26123,1,1,NEG,1
201-9163,2014,27,15-Jul-14,26021,Berrien,26021,1,1,NEG,1
201-9164,2014,27,15-Jul-14,26133,Osceola,26133,1,1,NEG,1
201-9165,2014,27,15-Jul-14,26145,Saginaw,26145,1,1,NEG,1
201-9166,2014,27,15-Jul-14,26007,Alpena,26007,1,1,NEG,1
201-9167,2014,27,15-Jul-14,26009,Antrim,26009,1,1,NEG,1
201-9168,2014,27,15-Jul-14,26115,Monroe,26115,1,1,NEG,1
201-9169,2014,27,15-Jul-14,26081,Kent,26081,1,1,NEG,1
201-9170,2014,27,15-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9171,2014,27,15-Jul-14,26101,Manistee,26101,1,1,NEG,1
201-9172,2014,27,15-Jul-14,26165,Wexford,26165,1,1,NEG,1
201-9173,2014,27,15-Jul-14,26003,Alger,26003,1,1,NEG,1
201-9174,2014,27,15-Jul-14,26145,Saginaw,26145,1,1,NEG,1
201-9175,2014,27,15-Jul-14,26053,Gogebic,26053,1,1,NEG,1
201-9176,2014,27,15-Jul-14,26045,Eaton,26045,1,1,NEG,1
201-9177,2014,27,15-Jul-14,26003,Alger,26003,1,1,NEG,1
201-9178,2014,27,15-Jul-14,26041,Delta,26041,1,1,NEG,1
201-9179,2014,27,15-Jul-14,26057,Gratiot,26057,1,1,NEG,1
201-9180,2014,27,15-Jul-14,26105,Mason,26105,1,1,NEG,1
201-9181,2014,27,15-Jul-14,26085,Lake,26085,1,1,NEG,1
201-9182,2014,27,15-Jul-14,26031,Cheboygan,26031,1,1,NEG,1
201-9183,2014,27,15-Jul-14,26027,Cass,26027,1,1,NEG,1
201-9184,2014,27,15-Jul-14,26037,Clinton,26037,1,1,NEG,1
201-9185,2014,27,15-Jul-14,26117,Montcalm,26117,1,1,NEG,1
201-9186,2014,27,15-Jul-14,26105,Mason,26105,1,1,NEG,1
201-9187,2014,27,15-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9188,2014,27,15-Jul-14,26159,Van Buren,26159,1,1,NEG,1
201-9189,2014,27,16-Jul-14,26059,Hillsdale,26059,1,1,NEG,1
201-9190,2014,27,16-Jul-14,26159,Van Buren,26159,1,1,NEG,1
201-9191,2014,27,16-Jul-14,26015,Barry,26015,1,1,NEG,1
201-9192,2014,27,16-Jul-14,26119,Montmorency,26119,1,1,NEG,1
201-9193,2014,27,16-Jul-14,26043,Dickinson,26043,1,1,NEG,1
201-9194,2014,27,16-Jul-14,26159,Van Buren,26159,1,1,NEG,1
201-9195,2014,27,16-Jul-14,26037,Clinton,26037,1,1,NEG,1
201-9196,2014,27,16-Jul-14,26055,Grand Traverse,26055,1,1,NEG,1
201-9197,2014,27,16-Jul-14,26083,Keweenaw,26083,1,1,NEG,1
201-9198,2014,27,16-Jul-14,26077,Kalamazoo,26077,1,1,NEG,1
201-9199,2014,27,16-Jul-14,26085,Lake,26085,1,1,NEG,1
201-9200,2014,27,16-Jul-14,26023,Branch,26023,1,1,NEG,1
201-9201,2014,27,16-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9202,2014,27,16-Jul-14,26147,St Clair,26147,1,1,NEG,1
201-9203,2014,27,16-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9204,2014,27,16-Jul-14,26157,Tuscola,26157,1,1,NEG,1
201-9205,2014,27,16-Jul-14,26093,Livingston,26093,1,1,NEG,1
201-9206,2014,27,16-Jul-14,26105,Mason,26105,1,1,NEG,1
201-9207,2014,27,16-Jul-14,26087,Lapeer,26087,1,1,NEG,1
201-9208,2014,27,16-Jul-14,26119,Montmorency,26119,1,1,NEG,1
201-9209,2014,27,16-Jul-14,26145,Saginaw,26145,1,1,NEG,1
201-9210,2014,27,16-Jul-14,26077,Kalamazoo,26077,1,1,NEG,1
201-9211,2014,27,16-Jul-14,26067,Ionia,26067,1,1,NEG,1
201-9212,2014,27,16-Jul-14,26023,Branch,26023,1,1,NEG,1
201-9213,2014,27,16-Jul-14,26127,Oceana,26127,1,1,NEG,1
201-9214,2014,27,16-Jul-14,26037,Clinton,26037,1,1,NEG,1
201-9215,2014,27,16-Jul-14,26159,Van Buren,26159,1,1,NEG,1
201-9216,2014,27,16-Jul-14,26063,Huron,26063,1,1,NEG,1
201-9217,2014,27,16-Jul-14,26117,Montcalm,26117,1,1,NEG,1
201-9218,2014,27,16-Jul-14,26065,Ingham,26065,1,1,NEG,1
201-9219,2014,27,16-Jul-14,26025,Calhoun,26025,1,1,NEG,1
201-9220,2014,27,16-Jul-14,26019,Benzie,26019,1,1,NEG,1
201-9221,2014,27,16-Jul-14,26013,Baraga,26013,1,1,NEG,1
201-9222,2014,27,16-Jul-14,26089,Leelanau,26089,1,1,NEG,1
201-9223,2014,27,16-Jul-14,26163,Wayne,26163,1,1,NEG,1
201-9224,2014,27,16-Jul-14,26135,Oscoda,26135,1,1,NEG,1
201-9225,2014,27,16-Jul-14,26157,Tuscola,26157,1,1,NEG,1
201-9226,2014,27,16-Jul-14,26143,Roscommon,26143,1,1,NEG,1
201-9227,2014,27,16-Jul-14,26047,Emmet,26047,1,1,NEG,1
201-9228,2014,27,16-Jul-14,26093,Livingston,26093,1,1,NEG,1
201-9229,2014,27,16-Jul-14,26069,Iosco,26069,1,1,NEG,1
201-9230,2014,27,16-Jul-14,26141,Presque Isle,26141,1,1,POS,1
201-9231,2014,27,17-Jul-14,26063,Huron,26063,1,1,POS,1
201-9232,2014,27,17-Jul-14,26137,Otsego,26137,1,1,NEG,1
201-9233,2014,27,17-Jul-14,26045,Eaton,26045,1,1,NEG,1
201-9234,2014,27,17-Jul-14,26137,Otsego,26137,1,1,NEG,1
201-9235,2014,27,17-Jul-14,26067,Ionia,26067,1,1,NEG,1
201-9236,2014,27,17-Jul-14,26139,Ottawa,26139,1,1,NEG,1
201-9237,2014,27,17-Jul-14,26011,Arenac,26011,1,1,NEG,1
201-9238,2014,27,17-Jul-14,26009,Antrim,26009,1,1,NEG,1
201-9239,2014,27,17-Jul-14,26147,St Clair,26147,1,1,NEG,1
201-9240,2014,27,17-Jul-14,26045,Eaton,26045,1,1,NEG,1
201-9241,2014,27,17-Jul-14,26019,Benzie,26019,1,1,NEG,1
201-9242,2014,27,17-Jul-14,26107,Mecosta,26107,1,1,NEG,1
201-9243,2014,27,17-Jul-14,26053,Gogebic,26053,1,1,NEG,1
201-9244,2014,27,17-Jul-14,26127,Oceana,26127,1,1,NEG,1
201-9245,2014,27,17-Jul-14,26119,Montmorency,26119,1,1,NEG,1
201-9246,2014,27,17-Jul-14,26001,Alcona,26001,1,1,NEG,1
201-9247,2014,27,17-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9248,2014,27,17-Jul-14,26151,Sanilac,26151,1,1,NEG,1
201-9249,2014,27,17-Jul-14,26069,Iosco,26069,1,1,NEG,1
201-9250,2014,27,17-Jul-14,26105,Mason,26105,1,1,NEG,1
201-9251,2014,27,17-Jul-14,26143,Roscommon,26143,1,1,NEG,1
201-9252,2014,27,17-Jul-14,26085,Lake,26085,1,1,NEG,1
201-9253,2014,27,17-Jul-14,26159,Van Buren,26159,1,1,NEG,1
201-9254,2014,27,17-Jul-14,26059,Hillsdale,26059,1,1,NEG,1
201-9255,2014,27,17-Jul-14,26005,Allegan,26005,1,1,NEG,1
201-9256,2014,27,17-Jul-14,26053,Gogebic,26053,1,1,NEG,1
201-9257,2014,27,17-Jul-14,26083,Keweenaw,26083,1,1,NEG,1
201-9258,2014,27,17-Jul-14,26153,Schoolcraft,26153,1,1,NEG,1
201-9259,2014,27,18-Jul-14,26045,Eaton,26045,1,1,NEG,1
201-9260,2014,27,18-Jul-14,26143,Roscommon,26143,1,1,NEG,1
201-9261,2014,27,18-Jul-14,26075,Jackson,26075,1,1,NEG,1
201-9262,2014,27,18-Jul-14,26103,Marquette,26103,1,1,NEG,1
201-9263,2014,27,18-Jul-14,26139,Ottawa,26139,1,1,NEG,1
201-9264,2014,27,18-Jul-14,26037,Clinton,26037,1,1,NEG,1
201-9265,2014,27,18-Jul-14,26097,Mackinac,26097,1,1,NEG,1
201-9266,2014,27,18-Jul-14,26129,Ogemaw,26129,1,1,NEG,1
201-9267,2014,27,18-Jul-14,26059,Hillsdale,26059,1,1,NEG,1
201-9268,2014,27,18-Jul-14,26121,Muskegon,26121,1,1,NEG,1
201-9269,2014,27,18-Jul-14,26031,Cheboygan,26031,1,1,NEG,1
201-9270,2014,27,18-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9271,2014,27,18-Jul-14,26103,Marquette,26103,1,1,NEG,1
201-9272,2014,27,18-Jul-14,26051,Gladwin,26051,1,1,NEG,1
201-9273,2014,27,18-Jul-14,26079,Kalkaska,26079,1,1,NEG,1
201-9274,2014,27,18-Jul-14,26055,Grand Traverse,26055,1,1,NEG,1
201-9275,2014,27,19-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9276,2014,27,19-Jul-14,26041,Delta,26041,1,1,NEG,1
201-9277,2014,27,20-Jul-14,26055,Grand Traverse,26055,1,1,NEG,1
201-9278,2014,27,20-Jul-14,26127,Oceana,26127,1,1,NEG,1
201-9279,2014,27,20-Jul-14,26119,Montmorency,26119,1,1,NEG,1
201-9280,2014,27,20-Jul-14,26099,Macomb,26099,1,1,NEG,1
201-9281,2014,27,20-Jul-14,26011,Arenac,26011,1,1,NEG,1
201-9282,2014,27,20-Jul-14,26015,Barry,26015,1,1,NEG,1
201-9283,2014,27,20-Jul-14,26015,Barry,26015,1,1,NEG,1
201-9284,2014,27,20-Jul-14,26135,Oscoda,26135,1,1,NEG,1
201-9285,2014,27,20-Jul-14,26147,St Clair,26147,1,1,POS,1
201-9286,2014,27,21-Jul-14,26143,Roscommon,26143,1,1,NEG,1
201-9287,2014,27,21-Jul-14,26043,Dickinson,26043,1,1,NEG,1
201-9288,2014,27,21-Jul-14,26131,Ontonagon,26131,1,1,NEG,1
201-9289,2014,27,21-Jul-14,26071,Iron,26071,1,1,NEG,1
201-9290,2014,27,21-Jul-14,26111,Midland,26111,1,1,NEG,1
201-9291,2014,27,21-Jul-14,26083,Keweenaw,26083,1,1,NEG,1
201-9292,2014,27,21-Jul-14,26125,Oakland,26125,1,1,NEG,1
201-9293,2014,27,21-Jul-14,26143,Roscommon,26143,1,1,NEG,1
201-9294,2014,27,21-Jul-14,26125,Oakland,26125,1,1,NEG,1
201-9295,2014,27,21-Jul-14,26131,Ontonagon,26131,1,1,NEG,1
201-9296,2014,27,21-Jul-14,26053,Gogebic,26053,1,1,NEG,1
201-9297,2014,27,21-Jul-14,26153,Schoolcraft,26153,1,1,NEG,1
201-9298,2014,27,21-Jul-14,26067,Ionia,26067,1,1,NEG,1
201-9299,2014,27,21-Jul-14,26095,Luce,26095,1,1,NEG,1
201-9300,2014,27,21-Jul-14,26045,Eaton,26045,1,1,POS,1
201-9301,2014,27,22-Jul-14,26137,Otsego,26137,1,1,POS,1
201-9302,2014,27,22-Jul-14,26053,Gogebic,26053,1,1,NEG,1
201-9303,2014,27,22-Jul-14,26031,Cheboygan,26031,1,1,NEG,1
201-9304,2014,27,22-Jul-14,26021,Berrien,26021,1,1,NEG,1
201-9305,2014,27,22-Jul-14,26091,Lenawee,26091,1,1,NEG,1
201-9306,2014,27,22-Jul-14,26105,Mason,26105,1,1,NEG,1
201-9307,2014,27,22-Jul-14,26095,Luce,26095,1,1,NEG,1
201-9308,2014,27,22-Jul-14,26085,Lake,26085,1,1,NEG,1
201-9309,2014,27,22-Jul-14,26007,Alpena,26007,1,1,NEG,1
201-9310,2014,27,22-Jul-14,26031,Cheboygan,26031,1,1,NEG,1
201-9311,2014,27,22-Jul-14,26085,Lake,26085,1,1,NEG,1
201-9312,2014,27,22-Jul-14,26157,Tuscola,26157,1,1,NEG,1
201-9313,2014,27,22-Jul-14,26015,Barry,26015,1,1,NEG,1
201-9314,2014,27,22-Jul-14,26081,Kent,26081,1,1,NEG,1
201-9315,2014,27,22-Jul-14,26151,Sanilac,26151,1,1,NEG,1
201-9316,2014,27,22-Jul-14,26075,Jackson,26075,1,1,NEG,1
201-9317,2014,27,22-Jul-14,26107,Mecosta,26107,1,1,NEG,1
201-9318,2014,27,22-Jul-14,26013,Baraga,26013,1,1,NEG,1
201-9319,2014,27,22-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9320,2014,27,22-Jul-14,26053,Gogebic,26053,1,1,NEG,1
201-9321,2014,27,22-Jul-14,26165,Wexford,26165,1,1,NEG,1
201-9322,2014,27,22-Jul-14,26089,Leelanau,26089,1,1,NEG,1
201-9323,2014,27,22-Jul-14,26123,Newaygo,26123,1,1,NEG,1
201-9324,2014,27,22-Jul-14,26109,Menominee,26109,1,1,NEG,1
201-9325,2014,27,22-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9326,2014,27,22-Jul-14,26071,Iron,26071,1,1,NEG,1
201-9327,2014,27,22-Jul-14,26041,Delta,26041,1,1,NEG,1
201-9328,2014,27,22-Jul-14,26135,Oscoda,26135,1,1,NEG,1
201-9329,2014,27,22-Jul-14,26039,Crawford,26039,1,1,NEG,1
201-9330,2014,27,22-Jul-14,26117,Montcalm,26117,1,1,NEG,1
201-9331,2014,27,22-Jul-14,26007,Alpena,26007,1,1,NEG,1
201-9332,2014,27,22-Jul-14,26005,Allegan,26005,1,1,NEG,1
201-9333,2014,27,22-Jul-14,26097,Mackinac,26097,1,1,NEG,1
201-9334,2014,27,22-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9335,2014,27,22-Jul-14,26125,Oakland,26125,1,1,NEG,1
201-9336,2014,27,22-Jul-14,26089,Leelanau,26089,1,1,NEG,1
201-9337,2014,27,22-Jul-14,26085,Lake,26085,1,1,NEG,1
201-9338,2014,27,22-Jul-14,26029,Charlevoix,26029,1,1,NEG,1
201-9339,2014,27,22-Jul-14,26131,Ontonagon,26131,1,1,NEG,1
201-9340,2014,27,22-Jul-14,26091,Lenawee,26091,1,1,NEG,1
201-9341,2014,27,22-Jul-14,26151,Sanilac,26151,1,1,NEG,1
201-9342,2014,27,22-Jul-14,26073,Isabella,26073,1,1,NEG,1
201-9343,2014,27,22-Jul-14,26165,Wexford,26165,1,1,NEG,1
201-9344,2014,27,22-Jul-14,26005,Allegan,26005,1,1,NEG,1
201-9345,2014,27,22-Jul-14,26067,Ionia,26067,1,1,NEG,1
201-9346,2014,27,22-Jul-14,26161,Washtenaw,26161,1,1,NEG,1
201-9347,2014,27,22-Jul-14,26035,Clare,26035,1,1,NEG,1
201-9348,2014,27,22-Jul-14,26165,Wexford,26165,1,1,NEG,1
201-9349,2014,27,22-Jul-14,26137,Otsego,26137,1,1,NEG,1
201-9350,2014,27,22-Jul-14,26069,Iosco,26069,1,1,NEG,1
201-9351,2014,27,22-Jul-14,26163,Wayne,26163,1,1,NEG,1
201-9352,2014,27,22-Jul-14,26129,Ogemaw,26129,1,1,NEG,1
201-9353,2014,27,22-Jul-14,26041,Delta,26041,1,1,NEG,1
201-9354,2014,27,22-Jul-14,26135,Oscoda,26135,1,1,NEG,1
